MID	state	page	role	content	ps	book
2090	NULL	NULL	NULL	「一頓久久，兩頓相拄」；	NULL	台灣俗語全鬥句7月
2091	NULL	NULL	NULL	有的是做暗光鳥，一暝走拋拋，年久月深，身體當然會扑歹，	NULL	台灣俗語全鬥句7月
2092	NULL	NULL	NULL	所以千萬毋通參家己的健康滾笑。	NULL	台灣俗語全鬥句7月
2093	NULL	NULL	NULL	參即句俗語有相關的，另外有：	NULL	台灣俗語全鬥句7月
2094	NULL	NULL	NULL	「食睏，無分寸。」、	NULL	台灣俗語全鬥句7月
2095	NULL	NULL	NULL	「三更無睏，血無歸經。」、	NULL	台灣俗語全鬥句7月
2096	NULL	NULL	NULL	「一暗無眠，三暗補袂盡。」、	NULL	台灣俗語全鬥句7月
2097	NULL	NULL	NULL	「貪食無所補，漏屎極艱苦。」、	NULL	台灣俗語全鬥句7月
2098	NULL	NULL	NULL	「趁錢有數，性命愛顧。」 、	NULL	台灣俗語全鬥句7月
2099	NULL	NULL	NULL	「無迄(hit4)號尻川，毋通食迄號瀉藥。」、	NULL	台灣俗語全鬥句7月
2100	NULL	NULL	NULL	「錢大把，人落肉。」、	NULL	台灣俗語全鬥句7月
2101	NULL	NULL	NULL	「一日走拋拋，一暝點燈膋」、	NULL	台灣俗語全鬥句7月
2102	NULL	NULL	NULL	「三早起量一工，三年儉量一冬。」。	1999.07.23	台灣俗語全鬥句7月
2103	NULL	NULL	NULL	「一等二靠三落空，一想二做三成功。」	1999.07.22	台灣俗語全鬥句7月
2104	NULL	NULL	NULL	即句俗語，照字面的意思是，	NULL	台灣俗語全鬥句7月
2105	NULL	NULL	NULL	一個人做代誌如果干礁 (ka-na1)徛佇(khia7-ti7)原地等待，	NULL	台灣俗語全鬥句7月
2106	NULL	NULL	NULL	無卜踏出第一步，亦是一心想卜倚(ua2)靠別人鬥幫贊，	NULL	台灣俗語全鬥句7月
2107	NULL	NULL	NULL	若安爾伊所有的希望必然會落空、失敗。	NULL	台灣俗語全鬥句7月
2108	NULL	NULL	NULL	換一句話來講，	NULL	台灣俗語全鬥句7月
2109	NULL	NULL	NULL	一個人創造事業，如果事先若會當深入的思考，詳細的計劃，	NULL	台灣俗語全鬥句7月
2110	NULL	NULL	NULL	然後跤(kha1)踏實地一步一步去推動，	NULL	台灣俗語全鬥句7月
2111	NULL	NULL	NULL	若安爾成功必然會屬於伊的。	NULL	台灣俗語全鬥句7月
2112	NULL	NULL	NULL	俗語講「天跤下無迄號(hit4-lo0)食免費的中晝頓」，	NULL	台灣俗語全鬥句7月
2113	NULL	NULL	NULL	咱必須愛付出代價，才會凍享受成功的滋味。	NULL	台灣俗語全鬥句7月
2114	NULL	NULL	NULL	在目前的工商社會，足(chiok4)濟人做事業無卜照起工，	NULL	台灣俗語全鬥句7月
2115	NULL	NULL	NULL	一步仔一步去扑拚，歸工毋是空思妄想、著是心狂火熱，	NULL	台灣俗語全鬥句7月
2116	NULL	NULL	NULL	想講看會一步登天，	NULL	台灣俗語全鬥句7月
2117	NULL	NULL	NULL	一下仔囝著會凍好額趁大錢、馬上成功出人頭地。	NULL	台灣俗語全鬥句7月
2118	NULL	NULL	NULL	莫怪咱的股票市場有百分之九十的散戶仔，逐日鬧熱滾滾；	NULL	台灣俗語全鬥句7月
2119	NULL	NULL	NULL	六合彩嘛誠時行，攏無退時，	NULL	台灣俗語全鬥句7月
2120	NULL	NULL	NULL	這完全反應台灣社會投機、速成的現像。	NULL	台灣俗語全鬥句7月
2121	NULL	NULL	NULL	有一句描寫台灣的神明進退為難的話：	NULL	台灣俗語全鬥句7月
2122	NULL	NULL	NULL	「無幾先錢，汝求伊亦求，卜予啥人卡好？	NULL	台灣俗語全鬥句7月
2123	NULL	NULL	NULL	無卜做半項代誌，日也拜暝也拜，真是予我為難？」，	NULL	台灣俗語全鬥句7月
2124	NULL	NULL	NULL	為著無卜予神明為難，我看咱愛照家己的計劃，	NULL	台灣俗語全鬥句7月
2125	NULL	NULL	NULL	實實在在去做，成功自然就會佇頭前等待咱啦。	NULL	台灣俗語全鬥句7月
2126	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句7月
2127	NULL	NULL	NULL	「一暝全頭路，天光無半步。」、	NULL	台灣俗語全鬥句7月
2128	NULL	NULL	NULL	「做人著反(ping2)，做雞著筅(ching2)。」、	NULL	台灣俗語全鬥句7月
2129	NULL	NULL	NULL	「做人著磨，做牛著拖。」、	NULL	台灣俗語全鬥句7月
2130	NULL	NULL	NULL	「貧憚著吞瀾(nua7)。」、	NULL	台灣俗語全鬥句7月
2131	NULL	NULL	NULL	「家己栽一欉，恰贏看別人。」、	NULL	台灣俗語全鬥句7月
2132	NULL	NULL	NULL	「看田面，毋通看人面。」、	NULL	台灣俗語全鬥句7月
2133	NULL	NULL	NULL	「教豬教狗，不如家己走。」	1999.07.22	台灣俗語全鬥句7月
2134	NULL	NULL	NULL	「一粒田螺九碗湯，三粒田螺一醃缸。」	1999.07.21	台灣俗語全鬥句7月
2135	NULL	NULL	NULL	即句俗語原本用來說明傳統社會生活困苦的寫實，	NULL	台灣俗語全鬥句7月
2136	NULL	NULL	NULL	田螺外形小小細細(se3)，	NULL	台灣俗語全鬥句7月
2137	NULL	NULL	NULL	所以毋管一粒抑是三粒，猶原是毋成物(mih8)，	NULL	台灣俗語全鬥句7月
2138	NULL	NULL	NULL	但是煞用來煮九碗湯、豉(sinn7)一醃缸，	NULL	台灣俗語全鬥句7月
2139	NULL	NULL	NULL	汝看安爾敢猶(iau2還)閣有滋味。	NULL	台灣俗語全鬥句7月
2140	NULL	NULL	NULL	古早人用即句寫實的話，來比喻一個人講話、做事、寫文章，	NULL	台灣俗語全鬥句7月
2141	NULL	NULL	NULL	愛膨風無實在，著像九碗田螺無鹹無汫(ciann2淡)。	NULL	台灣俗語全鬥句7月
2142	NULL	NULL	NULL	田螺(le5)、蜊仔(la5)攏是屬於軟體動物門，	NULL	台灣俗語全鬥句7月
2143	NULL	NULL	NULL	通常生活佇淺海、溪邊的土沙內，肉會當食。	NULL	台灣俗語全鬥句7月
2144	NULL	NULL	NULL	過去佇溪邊、水溝邊四界看會著田螺，	NULL	台灣俗語全鬥句7月
2145	NULL	NULL	NULL	是農業社會散赤人無錢買菜蔬的時，用來配三頓的，	NULL	台灣俗語全鬥句7月
2146	NULL	NULL	NULL	這是上天所賜的好食物。	NULL	台灣俗語全鬥句7月
2147	NULL	NULL	NULL	即碼台灣環境、水源破壞了了，已經看無啥有田螺等生物，	NULL	台灣俗語全鬥句7月
2148	NULL	NULL	NULL	除了去餐廳食飯的時，猶閣食會著即款物件。	NULL	台灣俗語全鬥句7月
2149	NULL	NULL	NULL	不爾過，目前台灣的溪水、河川污染甲上厲害，	NULL	台灣俗語全鬥句7月
2150	NULL	NULL	NULL	所以儘量勿(mai3)食有卡好。	NULL	台灣俗語全鬥句7月
2151	NULL	NULL	NULL	參即句俗語相關的，另外有	NULL	台灣俗語全鬥句7月
2152	NULL	NULL	NULL	「大厝大海海，餓死無人知。」、	NULL	台灣俗語全鬥句7月
2153	NULL	NULL	NULL	「大箍菜頭，磅心」、「好頭好面，臭尻川。」、	NULL	台灣俗語全鬥句7月
2154	NULL	NULL	NULL	「膨風水蛙，殺(thai5)無肉。」、	NULL	台灣俗語全鬥句7月
2155	NULL	NULL	NULL	「一隻虱母，謗甲水牛大。」、	NULL	台灣俗語全鬥句7月
2156	NULL	NULL	NULL	「一個錢，拍廿四個結。」、	NULL	台灣俗語全鬥句7月
2157	NULL	NULL	NULL	「冬瓜大箍嘛是菜」、	NULL	台灣俗語全鬥句7月
2158	NULL	NULL	NULL	「食睏，無分寸。」、	NULL	台灣俗語全鬥句7月
2159	NULL	NULL	NULL	「食糖算頓，食水久長。」、	NULL	台灣俗語全鬥句7月
2160	NULL	NULL	NULL	「一人好一款，有人好燒酒配筍絲；	NULL	台灣俗語全鬥句7月
2161	NULL	NULL	NULL	有人好魷魚炒薑絲；有人好蒜仔炒花枝。」	1999.07.21	台灣俗語全鬥句7月
2162	NULL	NULL	NULL	「一理通，百理通。」	1999.07.20	台灣俗語全鬥句7月
2163	NULL	NULL	NULL	即句俗語強調：世間的道理攏有伊的共同性，	NULL	台灣俗語全鬥句7月
2164	NULL	NULL	NULL	所以學習物件的時，愛有方法，掌握著要領，	NULL	台灣俗語全鬥句7月
2165	NULL	NULL	NULL	若安爾著會當「聽話頭，知話尾」。	NULL	台灣俗語全鬥句7月
2166	NULL	NULL	NULL	孔子公講：「吾道一以貫之」，	NULL	台灣俗語全鬥句7月
2167	NULL	NULL	NULL	著(tioh4)是咧強調任何道理攏有伊的基本源頭。	NULL	台灣俗語全鬥句7月
2168	NULL	NULL	NULL	目前是一個資訊的社會，即款社會的特色是資料滿四界，	NULL	台灣俗語全鬥句7月
2169	NULL	NULL	NULL	所以有人講：「這是一個知識爆炸的時代」，	NULL	台灣俗語全鬥句7月
2170	NULL	NULL	NULL	咱唯(ui7)圖書館的所在、	NULL	台灣俗語全鬥句7月
2171	NULL	NULL	NULL	網路的頂懸(kuann5)著會充份理解即種的現象。	NULL	台灣俗語全鬥句7月
2172	NULL	NULL	NULL	所以佇資訊社會，咱所需要的是揣(chue7)資料的方法，	NULL	台灣俗語全鬥句7月
2173	NULL	NULL	NULL	理解資料的訣頭。	NULL	台灣俗語全鬥句7月
2174	NULL	NULL	NULL	若無，會揣甲怦怦(phenn7)喘，	NULL	台灣俗語全鬥句7月
2175	NULL	NULL	NULL	甚至讀一寡有空無榫(sun2)的物件。	NULL	台灣俗語全鬥句7月
2176	NULL	NULL	NULL	毋拘，一切的訣頭佮要領，	NULL	台灣俗語全鬥句7月
2177	NULL	NULL	NULL	攏佇基礎的原理、譬如電腦遐(hia2)神奇複雜的物件，	NULL	台灣俗語全鬥句7月
2178	NULL	NULL	NULL	伊的基本原理嘛是唯「○佮１」二進位數發展出來的，	NULL	台灣俗語全鬥句7月
2179	NULL	NULL	NULL	所以凡事只要基本的原理共釘落根，	NULL	台灣俗語全鬥句7月
2180	NULL	NULL	NULL	自然著「一理通，百理同」囉。	NULL	台灣俗語全鬥句7月
2181	NULL	NULL	NULL	參即句俗語相關的，另外有	NULL	台灣俗語全鬥句7月
2182	NULL	NULL	NULL	「一理通，萬理徹」、	NULL	台灣俗語全鬥句7月
2183	NULL	NULL	NULL	「聽話頭，知話尾。」	NULL	台灣俗語全鬥句7月
2184	NULL	NULL	NULL	「有理走遍天下，無理寸步難行。」、	NULL	台灣俗語全鬥句7月
2185	NULL	NULL	NULL	「扑鼓，聽尾聲。」、	NULL	台灣俗語全鬥句7月
2186	NULL	NULL	NULL	「人無照天理，天無照甲子。」、	NULL	台灣俗語全鬥句7月
2187	NULL	NULL	NULL	「江湖一點訣，講破無價值。」、	NULL	台灣俗語全鬥句7月
2188	NULL	NULL	NULL	「觀今宜鑑古，無古不成今」、	NULL	台灣俗語全鬥句7月
2189	NULL	NULL	NULL	「葉無挽毋成欉，囝無教毋成人。」	1999.07.20	台灣俗語全鬥句7月
2190	NULL	NULL	NULL	「一牽成，二好運，三才情。」	1999.07.19	台灣俗語全鬥句7月
2191	NULL	NULL	NULL	即句俗語強調，	NULL	台灣俗語全鬥句7月
2192	NULL	NULL	NULL	一個人卜成功，愛有各種條件相配合，才會當達成目標。	NULL	台灣俗語全鬥句7月
2193	NULL	NULL	NULL	「牽成」是指有貴人的提拔、相助。	NULL	台灣俗語全鬥句7月
2194	NULL	NULL	NULL	「好運」是指時機、運氣。	NULL	台灣俗語全鬥句7月
2195	NULL	NULL	NULL	「才情」是指個人本身的才調佮能力。	NULL	台灣俗語全鬥句7月
2196	NULL	NULL	NULL	佇條件的順序配合上，	NULL	台灣俗語全鬥句7月
2197	NULL	NULL	NULL	古早人將「才情」列為第三坎(kham3)，	NULL	台灣俗語全鬥句7月
2198	NULL	NULL	NULL	明確的表示一個人的成功，袂當全靠家己的才情，	NULL	台灣俗語全鬥句7月
2199	NULL	NULL	NULL	即款的見解，值得咱斟酌來思考的。	NULL	台灣俗語全鬥句7月
2200	NULL	NULL	NULL	咱時常聽著「懷才不遇」的即句話，	NULL	台灣俗語全鬥句7月
2201	NULL	NULL	NULL	毋管是記載佇古冊的歷史人物，亦是現代人，	NULL	台灣俗語全鬥句7月
2202	NULL	NULL	NULL	對有才氣的人，結局無法度受著重用，來發揮家己的能力，	NULL	台灣俗語全鬥句7月
2203	NULL	NULL	NULL	攏感覺替伊可惜毋(m7)甘。	NULL	台灣俗語全鬥句7月
2204	NULL	NULL	NULL	「千里馬」的才情，無受著「伯樂」的牽成所致，	NULL	台灣俗語全鬥句7月
2205	NULL	NULL	NULL	這主要的原因有兩種，一種是無拄著「好運」的機會，	NULL	台灣俗語全鬥句7月
2206	NULL	NULL	NULL	另外一種是「以自我為中心」的作風，拒絕別人於千里之外，	NULL	台灣俗語全鬥句7月
2207	NULL	NULL	NULL	即款人歹鬥陣，終其尾變成伊家己一個咧做人，	NULL	台灣俗語全鬥句7月
2208	NULL	NULL	NULL	致使失去創造成功的機會。	NULL	台灣俗語全鬥句7月
2209	NULL	NULL	NULL	用今仔日的話來講「才情」是IQ的指數，	NULL	台灣俗語全鬥句7月
2210	NULL	NULL	NULL	「牽成」便是EQ的指數，「好運」是MQ的指數，	NULL	台灣俗語全鬥句7月
2211	NULL	NULL	NULL	所以一個人卜成功，一定愛結合即三種因素才會使。	NULL	台灣俗語全鬥句7月
2212	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句7月
2213	NULL	NULL	NULL	「一舉、二運、三本事。」、	NULL	台灣俗語全鬥句7月
2214	NULL	NULL	NULL	「一緣、二錢、三水、四少年」、	NULL	台灣俗語全鬥句7月
2215	NULL	NULL	NULL	「一喙嘴(chui3-sui2)，二風水。」、	NULL	台灣俗語全鬥句7月
2216	NULL	NULL	NULL	「家己栽一欉，卡贏看別人」、	NULL	台灣俗語全鬥句7月
2217	NULL	NULL	NULL	「教豬教狗，不如家己走。」、	NULL	台灣俗語全鬥句7月
2218	NULL	NULL	NULL	「看田面，毋通看人面。」、	NULL	台灣俗語全鬥句7月
2219	NULL	NULL	NULL	「花食露水，魚食流水，人食喙嘴。」、	NULL	台灣俗語全鬥句7月
2220	NULL	NULL	NULL	「坐乎正得人疼，得人疼卡好咧扑拚。」、	NULL	台灣俗語全鬥句7月
2221	NULL	NULL	NULL	「做甲流汗，嫌甲流瀾。」。	1999.07.19	台灣俗語全鬥句7月
2222	NULL	NULL	NULL	「一時風駛一時船，一時官用一時銀。」	1999.07.18	台灣俗語全鬥句7月
2223	NULL	NULL	NULL	即句俗語勸人做代誌愛會曉「看事辦事」，	NULL	台灣俗語全鬥句7月
2224	NULL	NULL	NULL	毋通死頭殼袂(be7)變竅，哪(na2)親像駛船的時陣，	NULL	台灣俗語全鬥句7月
2225	NULL	NULL	NULL	愛看風向，才袂食力閣無采(chhai2)工。	NULL	台灣俗語全鬥句7月
2226	NULL	NULL	NULL	共款的道理，佇(ti7)官場卜求發展，愛送紅包來扑通官路，	NULL	台灣俗語全鬥句7月
2227	NULL	NULL	NULL	才袂「做甲流汗，嫌甲流瀾(nua7)」，當然這是一句諷刺的話。	NULL	台灣俗語全鬥句7月
2228	NULL	NULL	NULL	一個人做事的要領，愛隨時綴(tue3)時勢潮流來改變，	NULL	台灣俗語全鬥句7月
2229	NULL	NULL	NULL	毋通(m7-thang1)執迷不悟，自認為聰明，	NULL	台灣俗語全鬥句7月
2230	NULL	NULL	NULL	專做一寡了戇工的代誌，這是做事的方法。	NULL	台灣俗語全鬥句7月
2231	NULL	NULL	NULL	但是佇做人方面，著愛跤踏實地做事，毋通為著卜達成目的，	NULL	台灣俗語全鬥句7月
2232	NULL	NULL	NULL	專門行後門、斬小路，送紅包共人巴結的代誌，	NULL	台灣俗語全鬥句7月
2233	NULL	NULL	NULL	這是會予人看輕的行為，失去了做人的尊嚴。	NULL	台灣俗語全鬥句7月
2234	NULL	NULL	NULL	如果「一時官一時銀」的作風無改變，	NULL	台灣俗語全鬥句7月
2235	NULL	NULL	NULL	這個社會猶(iu5)原是「人治的社會」，做代誌愛看人的面色，	NULL	台灣俗語全鬥句7月
2236	NULL	NULL	NULL	永遠都無法度建立「有制度」、「有法治」的社會。	NULL	台灣俗語全鬥句7月
2237	NULL	NULL	NULL	若安爾，著毋是一個現代文明社會。	NULL	台灣俗語全鬥句7月
2238	NULL	NULL	NULL	所以即句俗語，雖然教示咱愛「見機行事」掠著方向，	NULL	台灣俗語全鬥句7月
2239	NULL	NULL	NULL	但是嘛愛堅持做人的原則，建立家己的風格。	NULL	台灣俗語全鬥句7月
2240	NULL	NULL	NULL	參即句俗語相關的，另外有	NULL	台灣俗語全鬥句7月
2241	NULL	NULL	NULL	「一時風，舉一時旗」、	NULL	台灣俗語全鬥句7月
2242	NULL	NULL	NULL	「時到時擔當，無米才煮蕃藷湯」、	NULL	台灣俗語全鬥句7月
2243	NULL	NULL	NULL	「船過，水無痕。」、	NULL	台灣俗語全鬥句7月
2244	NULL	NULL	NULL	「頭過，身著過。」、	NULL	台灣俗語全鬥句7月
2245	NULL	NULL	NULL	「一句問一句還，無問卡清閒。」、	NULL	台灣俗語全鬥句7月
2246	NULL	NULL	NULL	「有手申無路，有跤行無路。」、	NULL	台灣俗語全鬥句7月
2247	NULL	NULL	NULL	「無毛雞，假大格。」、	NULL	台灣俗語全鬥句7月
2248	NULL	NULL	NULL	「關門著閂，出門著看。」、	NULL	台灣俗語全鬥句7月
2249	NULL	NULL	NULL	「入門看人意，出門看山勢。」。	1999.07.18	台灣俗語全鬥句7月
2250	NULL	NULL	NULL	「一兼二顧，摸蜊仔兼洗褲。」	1999.07.17	台灣俗語全鬥句7月
2251	NULL	NULL	NULL	即句俗語，咱時常佇生活中聽人咧(le0)講，	NULL	台灣俗語全鬥句7月
2252	NULL	NULL	NULL	意思是「一舉兩得」，一句歡喜得意的話，有「趁著」的感覺。	NULL	台灣俗語全鬥句7月
2253	NULL	NULL	NULL	用今仔日的話來講，著是做一項代誌，	NULL	台灣俗語全鬥句7月
2254	NULL	NULL	NULL	除了原本的收成，另外閣(koh4)再產生附加價值，	NULL	台灣俗語全鬥句7月
2255	NULL	NULL	NULL	即款的做法，是目前工商社會，上注重的一種生產管理策略。	NULL	台灣俗語全鬥句7月
2256	NULL	NULL	NULL	有人講，一句俗語是一個生活文化的縮影，	NULL	台灣俗語全鬥句7月
2257	NULL	NULL	NULL	即句「一兼二顧，摸蜊仔兼洗褲」著是上好的說明。	NULL	台灣俗語全鬥句7月
2258	NULL	NULL	NULL	過去台灣農業社會，普遍地生活散赤困苦，所以庄跤(kha1)人，	NULL	台灣俗語全鬥句7月
2259	NULL	NULL	NULL	通常利用大自然的溪仔水來洗衫褲，	NULL	台灣俗語全鬥句7月
2260	NULL	NULL	NULL	嘛定定利用大自然成長的生物，	NULL	台灣俗語全鬥句7月
2261	NULL	NULL	NULL	比如郊外野生的「野菜」，山頂土生的「果子」、	NULL	台灣俗語全鬥句7月
2262	NULL	NULL	NULL	溪仔底的「魚蝦」、天頂咧飛的「鳥隻」。	NULL	台灣俗語全鬥句7月
2263	NULL	NULL	NULL	所以有人一面佇溪仔水摸蜊，	NULL	台灣俗語全鬥句7月
2264	NULL	NULL	NULL	抾(拾)一寡蜊仔來解決三頓無菜的問題，	NULL	台灣俗語全鬥句7月
2265	NULL	NULL	NULL	亦順紲(sua3) 將衫褲洗清氣，佇困苦中有樂觀的一面。	NULL	台灣俗語全鬥句7月
2266	NULL	NULL	NULL	即句俗語，有人唸做 「一兼二顧，三摸蜊仔四兼洗褲。」	NULL	台灣俗語全鬥句7月
2267	NULL	NULL	NULL	唸起來，若像一首短詩	NULL	台灣俗語全鬥句7月
2268	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句7月
2269	NULL	NULL	NULL	「一面抹壁，雙面光」、	NULL	台灣俗語全鬥句7月
2270	NULL	NULL	NULL	「一空，掠(liah4)雙隻─叫好空」、	NULL	台灣俗語全鬥句7月
2271	NULL	NULL	NULL	「一餌，(ji7)釣雙魚」、	NULL	台灣俗語全鬥句7月
2272	NULL	NULL	NULL	「有食，閣有掠」、	NULL	台灣俗語全鬥句7月
2273	NULL	NULL	NULL	「鰗鰡巡便空」、	NULL	台灣俗語全鬥句7月
2274	NULL	NULL	NULL	「千苦萬苦，為著腹肚。」、	NULL	台灣俗語全鬥句7月
2275	NULL	NULL	NULL	「愈食愈紲喙，無食大心悸。」、	NULL	台灣俗語全鬥句7月
2276	NULL	NULL	NULL	「無工做幼粿，無柴摃大火。」、	NULL	台灣俗語全鬥句7月
2277	NULL	NULL	NULL	「無錢薰，大喙吞。」。	1999.07.17	台灣俗語全鬥句7月
2278	NULL	NULL	NULL	「一個某，卡贏三仙天公祖。」	1999.07.16	台灣俗語全鬥句7月
2279	NULL	NULL	NULL	即句俗語原本的意思，	NULL	台灣俗語全鬥句7月
2280	NULL	NULL	NULL	因為數萬千的獨身仔唯唐山移民到台灣，	NULL	台灣俗語全鬥句7月
2281	NULL	NULL	NULL	佇台灣的查某囡(gin2)仔無增加之下，	NULL	台灣俗語全鬥句7月
2282	NULL	NULL	NULL	致使足濟查甫的，揣(chue7)無對像，	NULL	台灣俗語全鬥句7月
2283	NULL	NULL	NULL	佇「供應」佮「需要」無平衡之下，	NULL	台灣俗語全鬥句7月
2284	NULL	NULL	NULL	查某囡仔煞變成足稀罕的對象。	NULL	台灣俗語全鬥句7月
2285	NULL	NULL	NULL	所以才將「某」比喻做百姓上敬畏的天公，	NULL	台灣俗語全鬥句7月
2286	NULL	NULL	NULL	由此可見當初時查囡仔的行情，予查埔疼命命的情景。	NULL	台灣俗語全鬥句7月
2287	NULL	NULL	NULL	台灣早期是外來移民的社會，	NULL	台灣俗語全鬥句7月
2288	NULL	NULL	NULL	按西元1624年荷蘭佔領台灣、經過鄭氏王朝、	NULL	台灣俗語全鬥句7月
2289	NULL	NULL	NULL	滿清帝國統治期間，攏陸續有大量唯(ui3)唐山來台的移民，	NULL	台灣俗語全鬥句7月
2290	NULL	NULL	NULL	尤其清廷統治台灣初期，特別公布「渡臺者一律不准攜家帶眷，	NULL	台灣俗語全鬥句7月
2291	NULL	NULL	NULL	既渡臺者，也不准招致家眷」，	NULL	台灣俗語全鬥句7月
2292	NULL	NULL	NULL	因此台灣到處都是「羅漢跤仔」、「無某無猴」。	NULL	台灣俗語全鬥句7月
2293	NULL	NULL	NULL	所以佇迄(hit4)的時陣，平埔族查某囡仔，會使講相當搶市，	NULL	台灣俗語全鬥句7月
2294	NULL	NULL	NULL	身軀攏是安金仔，攏嘛予唐山公看做天公咧朝拜。	NULL	台灣俗語全鬥句7月
2295	NULL	NULL	NULL	所以民間才流行即句「一個某，卡贏三仙天公祖」的俗語。	NULL	台灣俗語全鬥句7月
2296	NULL	NULL	NULL	佇目前社會，有足濟婚姻暴力的事件，大多數的受害者，	NULL	台灣俗語全鬥句7月
2297	NULL	NULL	NULL	差不多攏是女姓，俗語講「疼某大丈夫，扑某豬狗牛」，	NULL	台灣俗語全鬥句7月
2298	NULL	NULL	NULL	咱的祖先留落來的即款疼惜女性的俗語，	NULL	台灣俗語全鬥句7月
2299	NULL	NULL	NULL	值得咱好好來發揚光大	NULL	台灣俗語全鬥句7月
2300	NULL	NULL	NULL	參即句俗語相關的，另外有	NULL	台灣俗語全鬥句7月
2301	NULL	NULL	NULL	「一某無人知，兩某相卸(sia3)代。」、	NULL	台灣俗語全鬥句7月
2302	NULL	NULL	NULL	「疼某大丈夫，扑某豬狗牛。」、	NULL	台灣俗語全鬥句7月
2303	NULL	NULL	NULL	「家和萬事興，家吵萬世窮。」、	NULL	台灣俗語全鬥句7月
2304	NULL	NULL	NULL	「水花在別人欉，水某在別人房。」、	NULL	台灣俗語全鬥句7月
2305	NULL	NULL	NULL	「睏破三領蓆，翁的心肝摸袂著。」、	NULL	台灣俗語全鬥句7月
2306	NULL	NULL	NULL	「濟牛踏無糞，濟某無處睏。」、	NULL	台灣俗語全鬥句7月
2307	NULL	NULL	NULL	「聽某喙，大富貴。」、	NULL	台灣俗語全鬥句7月
2308	NULL	NULL	NULL	「無冤無家，不成夫妻。」。	1999.07.16	台灣俗語全鬥句7月
2309	NULL	NULL	NULL	「一枝草一點露，天無絕人之路。」	1999.07.15	台灣俗語全鬥句7月
2310	NULL	NULL	NULL	即句俗語，佇台灣過去的農業社會，	NULL	台灣俗語全鬥句7月
2311	NULL	NULL	NULL	定定用來鼓勵趁食人只要扑拚，自有生路，	NULL	台灣俗語全鬥句7月
2312	NULL	NULL	NULL	哪親像連一枝草仔，上天嘛也賜伊一點露水，予伊活落去。	NULL	台灣俗語全鬥句7月
2313	NULL	NULL	NULL	仝款，人嘛是安爾，只要跤踏實地，	NULL	台灣俗語全鬥句7月
2314	NULL	NULL	NULL	毋驚艱苦認真種作，自有上天的相助。	NULL	台灣俗語全鬥句7月
2315	NULL	NULL	NULL	李白的千古絕唱「將進酒」內底講著：	NULL	台灣俗語全鬥句7月
2316	NULL	NULL	NULL	「天生我材必有用」，	NULL	台灣俗語全鬥句7月
2317	NULL	NULL	NULL	這是一句相當積極、樂觀的話，講了相當的好。	NULL	台灣俗語全鬥句7月
2318	NULL	NULL	NULL	咱攏知，一個人經過十月懷胎來出世，	NULL	台灣俗語全鬥句7月
2319	NULL	NULL	NULL	受著父母的養飼、照顧慢慢才長大成人。	NULL	台灣俗語全鬥句7月
2320	NULL	NULL	NULL	但是佇成長的過程中，受著個性、環境佮教育的影響，	NULL	台灣俗語全鬥句7月
2321	NULL	NULL	NULL	形成唅(和)人無共款的特質。	NULL	台灣俗語全鬥句7月
2322	NULL	NULL	NULL	但是不管怎樣，每一個人攏有伊特別的所在。	NULL	台灣俗語全鬥句7月
2323	NULL	NULL	NULL	以輔導學的觀點來講，	NULL	台灣俗語全鬥句7月
2324	NULL	NULL	NULL	做一個人，首先愛先認識家己	NULL	台灣俗語全鬥句7月
2325	NULL	NULL	NULL	(如個性、興趣、專長、外表、體力、環境、思想…)，	NULL	台灣俗語全鬥句7月
2326	NULL	NULL	NULL	然後接納家己(家己是世界上獨一無二的人)、	NULL	台灣俗語全鬥句7月
2327	NULL	NULL	NULL	欣賞家己(家己總有優點、可愛的所在)，	NULL	台灣俗語全鬥句7月
2328	NULL	NULL	NULL	最後肯定家己、建立自信心。	NULL	台灣俗語全鬥句7月
2329	NULL	NULL	NULL	若安爾，咱著會看得起家己，	NULL	台灣俗語全鬥句7月
2330	NULL	NULL	NULL	然後發揮出家己的潛力，做出一番的大事業，	NULL	台灣俗語全鬥句7月
2331	NULL	NULL	NULL	達到「實現自我」人生最高的層次。	NULL	台灣俗語全鬥句7月
2332	NULL	NULL	NULL	參即句俗語相關的，另外有：	NULL	台灣俗語全鬥句7月
2333	NULL	NULL	NULL	「甘願做牛，毋驚無犁拖。」、	NULL	台灣俗語全鬥句7月
2334	NULL	NULL	NULL	「做雞著筅(ching2)，做人著反(ping2)。」、	NULL	台灣俗語全鬥句7月
2335	NULL	NULL	NULL	「三分天註定，七分靠拍拚。」、	NULL	台灣俗語全鬥句7月
2336	NULL	NULL	NULL	「東港無魚，西港拋。」、	NULL	台灣俗語全鬥句7月
2337	NULL	NULL	NULL	「有病死，無餓死。」、	NULL	台灣俗語全鬥句7月
2338	NULL	NULL	NULL	「人食魚，魚食水。」、	NULL	台灣俗語全鬥句7月
2339	NULL	NULL	NULL	「天公疼戇人」、	NULL	台灣俗語全鬥句7月
2340	NULL	NULL	NULL	「天不生無祿之人。」、	NULL	台灣俗語全鬥句7月
