UID	role	content	issuePageLine	book
33272	NULL	講錢未過手。買賣契約無效。即對我告民事。	4-63-4	語苑三十一
33273	NULL	大人不管甚麼時。不論在何位。禁沒使得參人講話。彼各個亦知影。不拘第幾號不時要招我講。真無法度。	4-64-1	語苑三十一
33274	NULL	我人無按怎。不拘不知按怎含昨昏暗連連四暝。全暝都沒睏。頭壳活要痛死。人戇戇。拜託你大人俾我食藥仔。	4-64-3	語苑三十一
33275	NULL	我本成有食烏煙續食住。較按怎都沒改。無食能癮。不拘自來此漸漸改。	4-64-5	語苑三十一
33276	NULL	此幾月日的中間。攏沒癮。人亦無按怎。實在真多謝。	4-65-1	語苑三十一
33277	NULL	我坐監房內。欲要看彼的冊。拜託你允準俾我提入彼的書可俾我看好不。	4-65-2	語苑三十一
33278	NULL	今仔日為我判決。我甘願歡喜要服罪。拜託你為我寫一張上訴權拋棄的稟為我入。	4-65-3	語苑三十一
33279	NULL	我此起案實在真冤枉。今仔日為我判有罪。我較按怎都不甘願。欲要控訴。拜託你為我手續。	4-65-5	語苑三十一
33280	NULL	阮後生號做阿生。昨昏有送過來此。此的物欲要給伊用。請允準為我提給伊。	4-66-1	語苑三十一
33281	NULL	我聽見恁此有氈仔俾伊盖。我打算敢真寒即著。我欲要[扌+献]二領被來俾盖。不知能用得沒。	4-66-2	語苑三十一
33282	NULL	講為我寄罪要俾我返去。真多謝。此後我聽大人的教示。各項謹慎傾勢拖勞。	4-67-1	語苑三十一
33283	NULL	盡力社會的事情。請大人安心。	4-67-2	語苑三十一
33284	NULL	我不識字。沒曉寫批。拜託你為我寫一張批寄返去阮厝叫阮小弟來。	4-67-3	語苑三十一
33285	NULL	我欲要吩咐伊。欠人到限的按怎還。按怎設法。	4-67-4	語苑三十一
33286	NULL	昨昏阮老母有寄十元來給我。我食此內面的飯食不慣習。食沒落。拜託你將此的錢每日三餐為我買飯。	4-67-5	語苑三十一
33287	NULL	我倩彼辯護。我欲與伊面會。因為我為著此起案此滿有種種的新證據。	4-68-1	語苑三十一
33288	NULL	要對伊講俾伊做參考可為我辯論。	4-68-2	語苑三十一
33289	NULL	大人是如此喇。我要去放尿無張持踏著伊的手。我細仔聲講一句得罪得罪。	4-68-3	語苑三十一
33290	NULL	伊無講無料。出手掙我的目睭。我痛死到要死即輕輕仔對撻一下而已。	4-68-4	語苑三十一
33291	NULL	要在我打算此號穡頭創如此較快速創了顛倒較好。大人你打算按怎。	4-68-5	語苑三十一
33292	NULL	大人啊今臺灣過年在要到喇。阮厝裡打算欠用錢即著。我做工賞的計共有若多。	4-69-1	語苑三十一
33293	NULL	此內中我欲要寄八元返去阮厝給阮牽手。不知能用得沒。	4-69-2	語苑三十一
33294	NULL	我不是欲來即來是姑不將。我出去社會被人講我是有案底。要食人頭路亦無人要倩我。	4-69-3	語苑三十一
33295	NULL	自己要作穡也是要做生理。無人要信用我。不時被人欺負被人蹧撻。	4-69-4	語苑三十一
33296	NULL	成難苦往此比社會顛倒快活。	4-69-5	語苑三十一
33297	NULL	因為我未來此處進前一月日。阮序大人主意與某人婚約。要為我{毛+灬}伊的查某囝仔做妻。	4-70-1	語苑三十一
33298	NULL	過定八十元。更另外打金仔給伊完聘。我就如此來此。我暝日煩惱到要死。	4-70-2	語苑三十一
33299	NULL	今不知伊要等到我出來即要與我結婚。也是就如此息息去。我欲寫批返去問看{不+見}。	4-70-3	語苑三十一
33300	NULL	我此次要緊著欲寫批返去阮厝。拜託你特別允准。彼理由我說你聽。年我未來此。	4-70-5	語苑三十一
33301	NULL	在厝裡序大人為阮安個兄弟仔寫鬮書。家伙已經分定著。彼時大家品講序大人百年歲後即要登記。	4-70-6	語苑三十一
33302	NULL	此久阮阿伯寫批來講政府將日本的相續法要施行本島。	4-70-7	語苑三十一
33303	NULL	若如此驚見阮的家伙全的欲俾阮大兄相續去。我與阮小弟續無可分。	4-71-1	語苑三十一
33304	NULL	無彩創彼鬮書。所以要寫批返去給阮小弟與阿伯。叫伊免等到序大人過身。	4-71-2	語苑三十一
33305	NULL	此滿趕緊照彼張鬮書去分。登記俾清楚。	4-71-3	語苑三十一
33306	NULL	各項物總著較惜略即好。	2005-2-1	語苑三十一
33307	NULL	人若沒曉可惜略就全世人無可用。	2005-2-2	語苑三十一
33308	NULL	若能曉可惜錢就不時有到用。	2005-2-3	語苑三十一
33309	NULL	父母惜子是應該。夫妻相惜亦應該。總是不可過頭。	2005-2-4	語苑三十一
33310	NULL	做官應該惜百姓。做百姓應該惜國家。	2005-2-6	語苑三十一
33311	NULL	若能曉可惜著光陰的。不論做甚麼事情都能大成功。	2005-2-7	語苑三十一
33312	NULL	子若受債。做序大人免講亦歡喜。	2005-3-1	語苑三十一
33313	NULL	子若不受債俾父母煩惱。伊定著無好尾。	2005-3-2	語苑三十一
33314	NULL	咱人雖是有錢。的確不可討債用。	2005-3-4	語苑三十一
33315	NULL	像伊彼討債。家伙早晚能無去。	2005-3-5	語苑三十一
33316	NULL	買彼要死。真打損錢。你的人真正討債。	2005-3-6	語苑三十一
33317	NULL	親像伊無惜錢一直開。真打損。	2005-3-7	語苑三十一
33318	NULL	彼尚好好。你亦敢提擲拺。啊你的人成不欠債。	2005-3-8	語苑三十一
33319	NULL	我與你是相欠債。不時冤家亦離沒去。	2005-3-10	語苑三十一
33320	NULL	伊欠伊的死人債。即被伊蹧撻到如此。	2005-4-1	語苑三十一
33321	NULL	伊欠伊前世債。不即被伊欺負到彼忝。	2005-4-2	語苑三十一
33322	NULL	我與伊不相識。拜託你為我牽可俾我見伊。	2005-5-1	語苑三十一
33323	NULL	我與伊無熟似。我即叫某人為我牽。	2005-5-3	語苑三十一
33324	NULL	伊為我牽與伊相會即相識的。	2005-5-4	語苑三十一
33325	NULL	不而過你為我牽一下可俾我予伊講就好。	2005-5-5	語苑三十一
33326	NULL	另日若有機會我即為你紹介伊。	2005-5-7	語苑三十一
33327	NULL	我有拜託伊為我介紹伊。伊不。	2005-6-1	語苑三十一
33328	NULL	你與伊生份。欲要尋伊創何。	2005-6-2	語苑三十一
33329	NULL	我欲要拜託伊為我允一個頭路。	2005-6-3	語苑三十一
33330	NULL	伊亦不是你的朋友。亦要為你允頭路。那彼好。	2005-6-4	語苑三十一
33331	NULL	因為如此不即拜託我的朋友為我牽。	2005-6-6	語苑三十一
33332	NULL	如此伊那彼隨便要允你。你免數想。	2005-6-8	語苑三十一
33333	NULL	此條做你免煩惱。我即為你擔。	2005-6-9	語苑三十一
33334	NULL	伊叫我為伊擔。我不。若是你。你與我。我那敢講不。	2005-6-10	語苑三十一
33335	NULL	我講要為你擔。我那要反梟。的確要坐你到到。	2005-7-1	語苑三十一
33336	NULL	自己斟酌想。想了自己做沒到。就不可允人。若一下允就的確著做俾伊到。	2005-7-3	語苑三十一
33337	NULL	你講食人的頭路是食自己也是食伊。	2005-8-1	語苑三十一
33338	NULL	食伊。一年薪水四百元。無各月日領。不過零星用的所費各月日對提。	2005-8-2	語苑三十一
33339	NULL	到年尾剩的三百外元。做一次自領。	2005-8-4	語苑三十一
33340	NULL	伊找我到適四百元。	2005-8-5	語苑三十一
33341	NULL	尚亦另外年尾有賞你無。	2005-8-6	語苑三十一
33342	NULL	無的確定著賞我。總是全年總結。所趁若多，若有長。照彼抽多少給我。	2005-8-7	語苑三十一
33343	NULL	年尾。你所領彼的錢。要用何貨。	2005-9-2	語苑三十一
33344	NULL	彼攏寄返去阮厝。給阮老母可俾伊做伙食，尚亦要還人。	2005-9-3	語苑三十一
33345	NULL	你住彼間在辦何貨。	2005-9-5	語苑三十一
33346	NULL	我是出街的外交員一月日二次去草地被人注文。	2005-9-6	語苑三十一
33347	NULL	開單寄倒返去店裡可俾伊配貨去給伊。	2005-9-7	語苑三十一
33348	NULL	尚亦順續自人客收賑。現金貯置袋仔自鐵道寄返去給頭家。	2005-9-9	語苑三十一
33349	NULL	我自人收金。記在收金簿返去店裡即抄過日清簿。	2005-9-11	語苑三十一
33350	NULL	你出張去做生理。彼的車錢嘮。旅館費嘮。彼要按怎算。	2005-10-2	語苑三十一
33351	NULL	要去的時，自頭家先提些。買煙食食酒買東買西。彼的自己開。車錢旅館費。開頭家。	2005-10-4	語苑三十一
33352	NULL	將收金內的錢。提出來用。返去店裡即照算。	2005-10-7	語苑三十一
33353	NULL	此條事情我無法度可對辨。看你有甚麼法度無。	2005-12-1	語苑三十一
33354	NULL	此款的事情那有甚麼為難。若想要認真對辨。彼有幾若款的方法可創。	2005-12-3	語苑三十一
33355	NULL	總是我無伊法。無拜託你為我鬥想鬥創好不。	2005-12-5	語苑三十一
33356	NULL	你若是全的要交代我為你辨。我的確替你鬥想上好的方法可為你設法。	5-13-1	語苑三十一
33357	NULL	好佳哉。你為我鬥幚贊創好勢。無。我無法得可辦。	5-13-3	語苑三十一
33358	NULL	此條要按怎創即有法。拜託你為我鬥想咧。	5-13-5	語苑三十一
33359	NULL	你較久放置得。今都無變臉。	5-13-7	語苑三十一
33360	NULL	不論甚麼事情著趁較早創俾周至即好。若一下開花去。無甚麼步可對救。	5-13-8	語苑三十一
33361	NULL	到無法得救。到彼時即喝救人亦無路用。	5-13-10	語苑三十一
33362	NULL	彼個囝仔成歹。我真無法伊。	5-14-1	語苑三十一
33363	NULL	此條俾我想想無步。我亦不敢允你。	5-14-2	語苑三十一
33364	NULL	若俾伊去讀。愈讀愈賢。	5-15-1	語苑三十一
33365	NULL	我真欲聽你講的話。愈聽愈心適。	5-15-2	語苑三十一
33366	NULL	愈俾伊受苦。愈有利益著自己。	5-15-3	語苑三十一
33367	NULL	伊若要告我。我亦要告伊。	5-15-4	語苑三十一
33368	NULL	咱若想要害死別人。咱亦定著能受虧。	5-15-5	語苑三十一
33369	NULL	我去。伊定著出來接我。真歡喜即著。	5-15-6	語苑三十一
33370	NULL	若是寒著。定著頭壳能眩。	5-15-7	語苑三十一
33371	NULL	要去阮彼。亦有電車。亦有火車。交通真利便。	5-15-8	語苑三十一
33372	NULL	伊叫人著照如此行。尚伊自己亦照如此行。	5-16-1	語苑三十一
33373	NULL	食樂仔不即能好。你著克苦食。	5-16-3	語苑三十一
33374	NULL	傷長不即要對啄俾較短。	5-16-4	語苑三十一
33375	NULL	自今年三月一日起將結核豫防法要實行咱臺灣。恁亦知影即著。	5-17-1	語苑三十一
33376	NULL	講號做肺結核。就是本島人所講查晡人的癆商與查某人的虛損。	5-17-3	語苑三十一
33377	NULL	此號結核的細隻病蟲在痰涎的內面。	5-17-5	語苑三十一
33378	NULL	痰若乾。蟲就能飛。自咱人的嘴入去內底。	5-17-6	語苑三十一
33379	NULL	彼個人就能過著癆傷。真利害。這各個所知影的。	5-17-7	語苑三十一
33380	NULL	自此起。若是在街路也是公園內。也是神社界內。	5-17-9	語苑三十一
33381	NULL	也是寺廟其他眾人集會的所在一概禁沒使得唾痰涎。	5-18-1	語苑三十一
33382	NULL	設使有人若唾涎在彼。就照法律能罰一百元以下。	5-18-2	語苑三十一
33383	NULL	以前有人不論在街路也是在人兜厝內土腳。濫糁唾。	5-18-4	語苑三十一
33384	NULL	此後若欲要唾痰就著唾彼個痰罐內也是水溝。也是廁池內即能使得。	5-18-6	語苑三十一
33385	NULL	若無就唾置彼巾仔也是紙對包。提去擲置較妥當的所在。持防能過人。	5-18-8	語苑三十一
33386	NULL	恁有人用手蒸鼻四界糊。四界洒。親像此款此後絕對沒使得。	5-18-10	語苑三十一
33387	NULL	我看咱東洋人公共道德的方面。如能輸{伊+心}西洋人的款。	5-19-1	語苑三十一
33388	NULL	有人在路邊放尿。有人在路中央唾痰。這看了真哀鬱。	5-20-2	語苑三十一
33389	NULL	此號道路亦不是痰罐。亦不是使所。這稱彩人亦知影。	5-20-4	語苑三十一
33390	NULL	現時親像公園道路神社寺廟的境內。	5-20-6	語苑三十一
33391	NULL	掃到真清氣。尚重樹仔真美。是要俾人看了較爽快。	5-20-7	語苑三十一
33392	NULL	人都不是豬狗。那能使得唾痰放尿在彼。	5-20-9	語苑三十一
33393	NULL	不但真歹看。又能大大阻碍衛生。所以用法律禁人沒使得住彼唾痰放尿。	5-20-10	語苑三十一
33394	NULL	親像公園的不動椅的附近。若全全是紙碎嘮。	5-21-1	語苑三十一
33395	NULL	煙枝尾仔嘮。果子皮嘮。牛乳糖紙嘮盒仔嘮。如此看了真污穢鬼真驚死人嗎。	5-21-2	語苑三十一
33396	NULL	所以此條。各人亦著知影。此款的物不可亂使擲置彼即好。	5-21-5	語苑三十一
33397	NULL	像恁盤人客的查某人。各個學國語講國語即好。	5-22-1	語苑三十一
33398	NULL	{伊+心}各個攏能曉講國語。干乾恁二三個沒曉得。如此真無利便。著認真學即好。	5-22-3	語苑三十一
33399	NULL	未成年者。禁沒使得食煙食酒。今恁隴知影麼。	5-22-5	語苑三十一
33400	NULL	人客更較強強叫你飲。恁未成年的沒使得飲。	5-22-7	語苑三十一
33401	NULL	尚亦看人客未成年者絕對沒使得對請煙請酒。這恁所知影。	5-23-2	語苑三十一
33402	NULL	已經成年也是未成年。有個阮看都不知影。	5-23-4	語苑三十一
33403	NULL	彼時伊若講伊已經成年要食酒。阮給伊飲。如此無阮的事情。著不。	5-23-6	語苑三十一
33404	NULL	總是恁著欲十分斟酌即好。伊雖是講伊成年。不拘看伊較無一廿歲就不可給飲即好。	5-23-8	語苑三十一
33405	NULL	若是犯著規矩就欲罰。真不值。著十分注意即能使得。	5-23-11	語苑三十一
33406	NULL	有人走齁，欲要搜厝內。我要入去內面。	5-24-2	語苑三十一
33407	NULL	你在食阿片嗬。煙牌提出來俾我看下。	5-24-3	語苑三十一
33408	NULL	大人我無牌。拜託你手[扌+擧]高。	5-25-1	語苑三十一
33409	NULL	我較早攏不曾食。因為自昨昏暗腹肚痛到要死。食藥仔亦沒恬。及食一鉢而已。	5-25-2	語苑三十一
33410	NULL	好好。你將此的家需做一下提與我來去郡裡。	5-25-5	語苑三十一
33411	NULL	你適仔影著我。大聲咳嗽。內面有人在賭博叫你住此看投著不。	5-25-7	語苑三十一
33412	NULL	恁不可走，走亦走沒去。走了拿著。罰較重嗬。	5-25-9	語苑三十一
33413	NULL	恁攏無走。乖乖俾阮拿。如此免皮痛此滿走去的。何人與何人。照實講。	5-25-11	語苑三十一
33414	NULL	此的物件在何位買。照實講。	5-26-2	語苑三十一
33415	NULL	幾文自何人買。你不著照實說。	5-26-3	語苑三十一
33416	NULL	被我駁一下續講無路。這的確是偷提來。	5-26-4	語苑三十一
33417	NULL	若不是是買賊貨即著。無。那彼賤。	5-27-1	語苑三十一
33418	NULL	唉。恁二個住此暗貓貓的所在。坐在創何。若被人看見能被人臭心想。著去較光的所在即好。	5-27-2	語苑三十一
33419	NULL	此個亦不是別人。是我的牽手住此坐那沒用得。	5-27-5	語苑三十一
33420	NULL	查哺某坐此暗毶的所在能被人嫌疑。不即叫你去較光的所在。這是照風俗取締。對你注意而已。	5-27-7	語苑三十一
33421	NULL	尚亦你若敢與我爭。我徹底要問你。	5-27-10	語苑三十一
33422	NULL	我不著未是。較得罪得罪。我要來去。罪諒情我。	5-27-11	語苑三十一
33423	NULL	你的鑑札營業牌提出來俾我看下。	5-28-2	語苑三十一
33424	NULL	好好。有牌就好，較傾勢認真。照公道做生理。不可犯著規矩即好。	5-28-3	語苑三十一
33425	NULL	你講今仔日續沒記得束出來。講白賊。	5-29-2	語苑三十一
33426	NULL	大人某人今仔日休睏。我即自借一日擔出來賣。後次不敢恩典咧。	5-29-3	語苑三十一
33427	NULL	住此免分訴。與我來去。	5-29-5	語苑三十一
33428	NULL	我自彼候就隨你來到此。我欲要問你幾句仔話。	5-29-6	語苑三十一
33429	NULL	你何位仔的人。尚亦今仔日來此要創何。	5-29-8	語苑三十一
33430	NULL	到底有何事情去彼。亦無創何，又更灣去彼。更來此。	5-29-10	語苑三十一
33431	NULL	杉仔懷內彼的物，尋出來俾我看下。	5-30-1	語苑三十一
33432	NULL	你有嫌疑在得，來來，住此免加講話。	5-30-2	語苑三十一
33433	NULL	國民精神總動員的。恁亦知影。所講號做皇民化是甚麼。這亦已經知影即著。	5-30-3	語苑三十一
33434	NULL	穿和服。講國語。奉祀大麻。親像此款是禮式的的皇民化。著更進一步精神亦隨這皇民化即好。	5-31-3	語苑三十一
33435	NULL	精神的的皇民化今著要按怎創即好。	5-31-6	語苑三十一
33436	NULL	尚亦要按怎行即能使得講盡忠報國。	5-31-7	語苑三十一
33437	NULL	百姓各人有各人的職分。士農工商應該照伊的本分總著認真打傾俾國家利益即好。	5-31-8	語苑三十一
33438	NULL	有個志願做軍夫去出征。無惜性命大傾勢。此款算是顯然的盡忠。	5-31-11	語苑三十一
33439	NULL	照期限繳納稅金。尚亦歡喜被政府拾種種戰時特別款項。這是做國民的義務。	5-32-2	語苑三十一
33440	NULL	若是做能到的。另外特別献金可給國家用。這算是自發的的報國的一項。	5-32-5	語苑三十一
33441	NULL	尚以外保甲民各個出來當工。也是做防衛團員警戒。亦是盡忠報國。	5-32-7	語苑三十一
33442	NULL	向望{伊+心}大家十分知影此個意思勇躍奉公即好。	5-32-9	語苑三十一
33443	NULL	相刣的事情支那彼旁所報的。計大凸風。全沒信得。	5-33-1	語苑三十一
33444	NULL	咱的當局所發表的。是照實在。	5-33-2	語苑三十一
33445	NULL	現時新聞所刊的，放送的。各個攏信講確實，定著無人僥疑即著。	5-34-1	語苑三十一
33446	NULL	總是有個動不動就欲講無孔無的話榫的話俾人聽看人在生驚。伊即來暢。	5-34-3	語苑三十一
33447	NULL	親像講此款的鬼話。人就欲聽欲講。一嘴傳一舌。到尾傳到有影有跡。續致使生出意外的事情亦拘敢。	5-34-5	語苑三十一
33448	NULL	不但如此。敵國有放透仔暗中在探種種機密的事情。	5-34-8	語苑三十一
33449	NULL	彼個透仔的行動真利害。{伊+心}所探的所在真俾人料沒著。	5-34-10	語苑三十一
33450	NULL	尚有人被買收透仔的脚手亦真難得知影。所以{伊+心}大家講話著欲十分謹慎即好。	5-35-1	語苑三十一
33451	NULL	親像走江湖的。也是生份的。看了若可疑。{伊+心}所講的。所問的欲十分對注意。	5-35-4	語苑三十一
33452	NULL	聽了若想講真奇怪拜託恁隨時來報阮知。	5-35-5	語苑三十一
33453	NULL	千萬不可想講干乾顧自己無事情就好。不管別人嘴鬚留何一旁。況兼要保衛防備。	5-35-8	語苑三十一
33454	NULL	國民各個。欲協力一致相與警戒即好。	5-35-10	語苑三十一
33455	NULL	可憐伯啊。你請證明，講恁大後生夭壽，尋無踪跡，有影無。	5-37-1	語苑三十一
33456	NULL	彼不是尋無踪跡，伊明明是沉落海死的。	5-37-3	語苑三十一
33457	NULL	是是，稟裡却有寫如此都著，總是此張稟裡所有寫的事，有影無。	5-37-5	語苑三十一
33458	NULL	有亦卞無影，眾人都亦知，那能講得虛詞。	5-37-7	語苑三十一
33459	NULL	尚彼時管區的大人，亦來調查，伊亦知你若問伊就能知影。	5-38-2	語苑三十一
33460	NULL	你講彼當時的管區大人亦知，伊叫何名，尚現時在何位勤務。	5-38-4	語苑三十一
33461	NULL	彼大家在叫伊河島樣，伊然後轉勤去郡役所的內勤。	5-38-6	語苑三十一
33462	NULL	此滿郡役所內勤，都無彼號名的警察。	5-38-8	語苑三十一
33463	NULL	有影，頂日仔有人在講，伊舊年返去內地，抑是去相刣。	5-38-9	語苑三十一
33464	NULL	此張票裡有寫在講恁後生去討海彼日，是昭和八年九月十五，知此著不。	5-40-1	語苑三十一
33465	NULL	彼不是九月十五我對伊講是八月十四敢是代書寫不著的。	5-40-3	語苑三十一
33466	NULL	你講八月十四是舊曆的抑是新曆的。	5-40-5	語苑三十一
33467	NULL	阮臺灣的八月十四喇，我不知恁日本的甚麼日。	5-40-6	語苑三十一
33468	NULL	若是如此，代書為你調查了知影彼年恁舊曆八月十四，就是新曆的九月十五即寫如此亦拘敢。	5-40-8	語苑三十一
33469	NULL	你在講的確是恁八月十四彼久的事情你那能記得到如此。	5-40-11	語苑三十一
33470	NULL	能呶。彼日{伊+心}出去討海，隔早起就是八月十五早起，即沉落去死的。	5-41-2	語苑三十一
33471	NULL	伊注死彼日是中秋，我想要去買豬肉，適即出門口彼時，有人來喊講阮後生坐，彼隻船反落去緊來去救伊。	5-41-4	語苑三十一
33472	NULL	所以我著急與{伊+心}大家做夥走去彼救亦無法。	5-41-7	語苑三十一
33473	NULL	孤孤彼隻船，覆在海面被海湧打來打去。	5-41-9	語苑三十一
33474	NULL	大人你若不信，這神主對看{不+見}咧。	5-41-11	語苑三十一
33475	NULL	大人借問汝，此滿咱若過去上海彼旁，就另外有甚麼較好孔是不。	5-43-1	語苑三十一
33476	NULL	彼沒講得無，打算敢多少都有啊。汝要怎樣問我彼款。	5-43-3	語苑三十一
33477	NULL	彼無啊，我是干乾聽見人講上海被日本占了已經各項在整理各款的工業有在興起乜仔甚麼生理不止有起色，	5-43-5	語苑三十一
33478	NULL	真正好孔，有人講此款招我去，我即在問汝正實有影也無。	5-44-1	語苑三十一
33479	NULL	彼打算敢有影即著，彼所在的相刣息了後，日本軍不止出力在共復興，已經攏無危險，	5-44-3	語苑三十一
33480	NULL	無久敢能比相刣以前更較鬧熱嗬。	5-44-5	語苑三十一
33481	NULL	到有影如此我真愛過去彼旁做生理。	5-44-7	語苑三十一
33482	NULL	總是現時若要過彼旁敢著愛軍部允準。	5-44-8	語苑三十一
33483	NULL	聽見講軍部的許可是個人就沒使得，若是絞做圖體，有一個人做彼號頭去彼旁了後，	5-44-10	語苑三十一
33484	NULL	亦為咱取締，軍部即肯俾咱去。	5-45-1	語苑三十一
33485	NULL	甚人講如此。	5-45-3	語苑三十一
33486	NULL	四五日前有一個人來講伊是臺北人，有軍部內人識真多，此滿要募集過上海的團體，	5-45-4	語苑三十一
33487	NULL	若是招有到上一百人即要去。	5-45-6	語苑三十一
33488	NULL	伊講在彼旁各項頭路各項生理止振興真好趁，無久的中間變好額。	5-45-8	語苑三十一
33489	NULL	設使沒曉做生理，亦無本等的人來講，干乾拾舊銃子賣歹鐵店。亦一日能趁得三四元銀。	5-45-10	語苑三十一
33490	NULL	尚亦有在講，在彼旁此滿上好趁的生理是飲食店與查某間，	5-46-2	語苑三十一
33491	NULL	在咱臺灣值得五六錢的一碗麵，在彼旁賣人三百錢，	5-46-3	語苑三十一
33492	NULL	不拘人客絡繹不絕，三更過亦沒收店。	5-46-5	語苑三十一
33493	NULL	若是開查某間彼成飽肚，若是一人{毛+灬}一二個人彼，合倚來開查某間成好勢。	5-46-6	語苑三十一
33494	NULL	阮彼已經三四十個人肯要被伊招，一人納伊八元銀做所費。	5-46-8	語苑三十一
33495	NULL	彼個人此滿尚在恁彼無。	5-46-10	語苑三十一
33496	NULL	有住在濶嘴{伊+心}兜。	5-46-11	語苑三十一
33497	NULL	適著天災地變的時心肝著掠在得確沒使自作自專來滾著靜靜顧趁官人的指示。	5-48-1	語苑三十一
33498	NULL	做風颱，做大水，火燒厝，地動的時心肝按在定著不可自己嚷靜靜著顧官人的嘴。	5-48-4	語苑三十一
33499	NULL	做風，做水，燒厝，地動的時心按定不可自己狂靜靜著趁官人講。	5-48-8	語苑三十一
33500	NULL	出號叫恁著睏恁著照顧序靜靜敷被隨時著去睏。	5-49-1	語苑三十一
33501	NULL	叫恁著睏的時順序靜靜敷毯仔即時著睏。	5-49-3	語苑三十一
33502	NULL	叫睏的時照紀綱靜靜敷毯連鞭睏。	5-49-5	語苑三十一
33503	NULL	睏毯仔蓋頭殼毯仔來塞枕頭也物件疊藏枕頭頂睏如此攏沒使得。	5-49-6	語苑三十一
33504	NULL	毯仔蓋彼頭殼來塞枕頭下枕頭頂疊物件睏攏沒用得。	5-49-8	語苑三十一
33505	NULL	攏沒使得毯仔來罩彼頭殼塞枕頭，枕頭頂疊物睏。	5-49-10	語苑三十一
33506	NULL	每早起睏起來了後毯仔著拗八拗疊齊齊與枕頭俾伊四正置定著一所在。	5-50-1	語苑三十一
33507	NULL	各早起睏起來毯仔著摺做八拗疊齊與枕頭創伊正著置歸位。	5-50-3	語苑三十一
33508	NULL	各早起睏起毯仔摺八摺與枕頭疊正藏歸位。	5-50-5	語苑三十一
33509	NULL	毯仔的號頭著摺出外面可有看。	5-50-7	語苑三十一
33510	NULL	毯仔的號著拗出來可有看。	5-50-8	語苑三十一
33511	NULL	毯仔號頭摺出面可好看。	5-50-9	語苑三十一
33512	NULL	面布著披定著一所在披俾伊次序。	5-50-10	語苑三十一
33513	NULL	面巾著披歸一位俾伊好。	5-50-11	語苑三十一
33514	NULL	牛肚巾著歸位披俾好勢。	5-51-1	語苑三十一
33515	NULL	大家做夥住的房設使若有一個做錯就能連累著眾人所以大家較斟酌不可做不著。	5-51-2	語苑三十一
33516	NULL	攏做夥住的房不可做不著若一人做，能尅虧著大家著留心不可做錯。	5-51-5	語苑三十一
33517	NULL	住做夥房的人不可做誤事若有人做，害全房的人著顧不可。	5-51-7	語苑三十一
33518	NULL	借恁用的物尚置在恁在住的房俾恁用的物著惜略俾伊清氣。	5-51-8	語苑三十一
33519	NULL	沒使得特意打害也打污穢也沒使與別人對換。	5-51-10	語苑三十一
33520	NULL	世界的大學者。有個講咱人的身軀如主人一款。心肝如人客一款。尚有個講彼不是如此。	5-52-1	語苑三十一
33521	NULL	心肝是主人。身軀是人客。此二說攏有情理。總是在我打算。	5-52-2	語苑三十一
33522	NULL	身軀與心肝恰如親像有聲就有響。有形就有影。一個是內。一個是外。沒使得分開。	5-52-3	語苑三十一
33523	NULL	有密接的關係。此心與體二項。就是物質與精神。就是形式與內容。問我講何一個較致重。	5-52-4	語苑三十一
33524	NULL	我亦真難得講。總是預先自形式入去。然後即行入內容。如此那有較妥當的款。	5-52-5	語苑三十一
33525	NULL	譬論講。對彼細漢囝仔。干乾講彼心肝著想怎麼即好。{伊+心}都沒曉得。	5-52-6	語苑三十一
33526	NULL	所以將伊的身穿行踏。一個一個對伊教。伊的心肝就漸漸隨彼進步。想能好。行亦能好。	5-52-7	語苑三十一
33527	NULL	大人亦是如此。大人若穿禮服在眾人的面前。坐四正。伊的心肝亦自然能端正。	5-52-8	語苑三十一
33528	NULL	自然能謹慎。這就是身體的形式有影響心肝即有如此。設使若穿浴衣。	5-52-9	語苑三十一
33529	NULL	也是隨便的袗褲。伊的心肝亦自然較放肆。所以人若臥得倒得。蹲得。	5-53-1	語苑三十一
33530	NULL	彼時伊的心肝亦自然放無要緊。尚目睭微微。嘴開開。伊的心肝亦就放放。目睭睨睨。目眉弔弔。	5-53-2	語苑三十一
33531	NULL	心肝亦就能起一種的雄壯。面憂憂。目頭結結。心肝亦就是在煩惱。面笑笑。嘴譆譆。	5-53-3	語苑三十一
33532	NULL	心肝自然是在歡喜。所以英國的一個大心裡學者。在講。若欲修心。著預先致重身軀。	5-53-4	語苑三十一
33533	NULL	不可將身軀放無要無緊。此句亦有真理。咱人漸漸長成。著讀書。修養心神。	5-53-5	語苑三十一
33534	NULL	彼可免講。序大人成持囝仔。總著預先教。不可用手清鼻。不可唾痰涎。又不可脫腹裸。	5-53-6	語苑三十一
33535	NULL	不可歹嘴亂罵。不可偷挽果子。折花枝。著教伊各早起洗面漱口。就拜大麻。	5-53-7	語苑三十一
33536	NULL	若看見相識的大人著欲頓頭行禮。衫不時鈕仔鈕俾好。這教伊照如此創。	5-53-8	語苑三十一
33537	NULL	是形體動作的教育。照此款愈導愈知影。愈做愈慣習。到尾人免教伊。伊自己心肝亦能曉得照如此做。	5-53-9	語苑三十一
33538	NULL	照如此行。親像此款亦能使得講序大人教囝仔皇民化的一項。	5-53-10	語苑三十一
33539	NULL	謝照白這大歹人。自大正十一年以來。做賊。刣人。食阿片。詐欺。攏總犯罪十次。到舊年八月廿一出監。	5-56-1	語苑三十一
